,stid,lat,lon,elev,NAME,STATE,id,DCP Info,Field Maint,Maint Cont
212,FSMPN,45.33059,-122.36845,113.69040000000001,SE Folsom Road,OR,217342,,,
213,ZENPN,45.02138,-123.13972,61.8744,Zena Road NW,OR,217344,,,
214,TS395,44.68405,-116.88228,1522.476,PAYETTE PORTABLE #3,ID,13361,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
215,FRGPN,45.09278,-122.04621,598.6272,Frog Lake,OR,217398,,,
216,TS517,44.77881,-121.24719,496.824,ORWSA_PORT1,OR,13914,Forest Technology System - F6 (F6),Bureau of Indian Affairs,Portable Return BLM
217,CPOW1,47.83528,-120.16211,1012.2408,WAOWF QD 1702,WA,40777,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
218,SMVPN,44.56724,-121.25666,785.1648,Southwest Mountain View Drive,OR,218106,,,
219,SWBPN,44.39252,-121.2201,833.9328,SW Bobcat Court,OR,218117,,,
220,BPLPN,46.17164,-123.16335,4.572,Beaver Plant,OR,218306,,,
221,SWTPN,44.9912,-122.51721,657.7584,S Sawtell Road,OR,217343,,,
222,SRRPN,44.90262,-122.70047,353.56800000000004,Silver Ridge Road SE,OR,218713,,,
223,PCLPN,44.97435,-122.70625,366.6744,Powers Creek Loop Road,OR,218714,,,
224,BLFPN,45.41222,-122.27341,262.7376,Bluff Road,OR,218720,,,
225,TS862,42.62687,-121.73388,1367.028,CHEMULT PORTABLE RAWS,OR,25929,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
226,TT803,45.85658,-116.46889,1373.4288000000001,JOSEPH PLAINS,ID,218454,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Modified BLM
227,TT439,48.12899,-116.4777,602.8944,IRAWS 60 (TALACHE),ID,61783,,,
228,TS874,46.2248,-120.7868,1017.1176,YAKAMA_PORT1,WA,26430,Forest Technology System - F6 (F6),Bureau of Indian Affairs,Portable Return BLM
229,PWLPN,45.49046,-122.46596,86.86800000000001,Powell Blvd,OR,219333,,,
230,TS174,44.68417,-116.88222,1514.5512,PAYETTE PORTABLE #2,ID,9209,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
231,TT471,46.04936,-121.25681,586.4352,WASHINGTON PORTABLE 1,WA,63142,Forest Technology System - F6 (F6),State and Private Forestry,Depot BLM
232,HUKW1,47.54833,-118.03411,637.3368,SPOKANE BLM QD #1,WA,28645,Forest Technology System - F6 (F6),Bureau of Land Management - Boise,Portable Return BLM
233,PVRPN,45.02361,-122.65843,279.5016,Peak View Road NE,OR,219626,,,
234,NPJPN,45.60351,-122.96745,60.0456,North Plains (Jackson School Rd),OR,172856,,,
235,SKYPN,45.6074,-122.85881,202.692,Skyline Blvd,OR,172862,,,
236,TT604,47.9075,-117.39667,624.84,ARCADIA ORCHARDS,WA,103854,Forest Technology System - F6 (F6),State and Private Forestry,Depot BLM
237,STNPN,45.53246,-123.17083,64.61760000000001,Stringtown Road,OR,173755,,,
238,CPRW1,46.13675,-117.92669,1263.0912,BIA UMATILLA QD,WA,167479,,,
239,ANDPN,45.05184,-123.6067,110.64240000000001,Andy Riggs Road,OR,174748,,,
240,SPRPN,45.36215,-122.45334,128.01600000000002,Springwater Road,OR,172859,,,
241,ESCPN,45.26978,-122.35566,295.656,SW Estacada (Springwater Rd),OR,172863,,,
242,ESBPN,45.25198,-122.31732,350.52000000000004,South Estacada (Bard Rd),OR,172867,,,
243,SCHPN,45.23476,-122.39952,361.18800000000005,South Schockley Road,OR,172868,,,
244,WDLPN,45.3569,-123.11356,201.7776,Woodland Loop Road,OR,220183,,,
245,BDRPN,45.36034,-122.51763,104.5464,Bradley Road,OR,172865,,,
246,FWRPN,45.36475,-122.23353,400.2024,Firwood Rd,OR,173349,,,
247,HDRPN,45.34725,-122.42286,146.6088,Harding Road,OR,172860,,,
248,RDSPN,45.31276,-121.89152,578.2056,Rhododendron Substation Lower,OR,160501,,,
249,MTOPN,45.30214,-121.75562,1170.432,Multorpor Overpass Lower,OR,165948,,,
250,BNSPN,45.51933,-122.73457,300.8376,Burnside Road,OR,220762,,,
251,TR461,48.3052,-120.65103,2136.9528,LNF00 PORTABLE,WA,3788,,,
252,TS951,42.13925,-122.70464,1332.5856,RSF QUICK DEPLOY #2,OR,29005,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
253,SCFPN,44.90332,-122.65174,460.55280000000005,Schafer Lane,OR,232001,,,
254,GSHPN,45.12012,-122.83938,51.816,Geschwill Lane,OR,232002,,,
255,LUDPN,45.50515,-122.24764,293.8272,Louden Road,OR,232003,,,
256,TT213,42.41328,-122.06487,1264.92,WINTER RIM PORTABLE,OR,40538,Forest Technology System - F6 (F6),United States Forest Service,Portable Return BLM
257,VIAO3,45.85071,-123.19995,205.4352,VERNONIA,OR,199801,Forest Technology System - F6 (F6),State and Private Forestry,Warranty
258,CFGO3,45.84936,-122.86569,77.4192,COLUMBIA CO FAIRGROUNDS,OR,199895,Forest Technology System - F6 (F6),State and Private Forestry,Warranty
259,OTECS,44.16983,-118.98747,1428.2928000000002,OTEC Seneca,OR,239979,,,
260,SMDPN,45.28312,-121.73773,1113.4344,Summit Meadows,OR,239981,,,
261,SLNPN,45.37699,-121.91005,519.0744000000001,Lolo Pass Rd,OR,219980,,,
262,ELKPN,44.96964,-122.52807,703.1736000000001,Elk Prairie,OR,251134,,,
